Song,Performer,Peak Position,grouped_genre,release_year,release_month,spotify_track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,time_signature,spotify_track_duration_ms,prior_song_count,prior_top10_count,prior_best_peak,prior_avg_peak
Work That Body,Diana Ross,44,other,1982,4,12.0,0.8649999999999999,0.7369999999999999,-7.175,0.07,0.233,3.6e-05,0.649,0.8479999999999999,110.921,7.0,4.0,299093.0,24,9,1.0,25.541666666666668
Muscles,Diana Ross,10,other,1982,10,28.0,0.7,0.387,-12.577,0.0542,0.267,0.000349,0.307,0.31,82.436,5.0,4.0,277960.0,25,9,1.0,26.28
So Close,Diana Ross,40,other,1983,2,5.0,0.659,0.7369999999999999,-8.385,0.0372,0.18,0.0,0.249,0.777,114.999,9.0,3.0,253173.0,26,10,1.0,25.653846153846153
Pieces Of Ice,Diana Ross,31,other,1983,6,7.0,0.8649999999999999,0.6009999999999999,-9.718,0.0471,0.1409999999999999,0.0705,0.0807999999999999,0.5849999999999999,132.86,7.0,4.0,297013.0,27,10,1.0,26.185185185185187
Let's Go Up,Diana Ross,77,other,1983,12,9.0,0.7329999999999999,0.652,-7.156,0.0356,0.4859999999999999,0.00798,0.116,0.66,138.834,10.0,4.0,242373.0,28,10,1.0,26.357142857142858
Swept Away,Diana Ross,19,other,1984,9,26.0,0.7109999999999999,0.953,-7.872,0.0377,0.0194,0.0186,0.317,0.888,119.933,8.0,4.0,323533.0,29,10,1.0,28.103448275862068
Missing You,Diana Ross,10,other,1984,12,36.0,0.644,0.3549999999999999,-11.41,0.0366,0.658,0.00116,0.0485,0.187,86.822,4.0,4.0,245346.0,30,10,1.0,27.8
Eaten Alive,Diana Ross,77,other,1985,9,15.0,0.763,0.874,-7.716,0.0384,0.122,0.000303,0.884,0.966,128.731,10.0,4.0,232826.0,31,11,1.0,27.225806451612904
Chain Reaction,Diana Ross,66,other,1985,11,48.0,0.806,0.6,-9.642,0.0329,0.091,0.000436,0.0835999999999999,0.756,127.814,11.0,4.0,227880.0,32,11,1.0,28.78125
Endless Love,Diana Ross & Lionel Richie,1,other,1981,7,14.0,0.375,0.34,-11.877,0.0294,0.906,0.0442,0.1469999999999999,0.23,99.943,10.0,4.0,295880.0,0,0,101.0,101.0
You're A Special Part Of Me,Diana Ross & Marvin Gaye,12,other,1973,10,27.0,0.502,0.563,-9.626,0.0523,0.224,4e-06,0.263,0.526,152.167,8.0,4.0,221053.0,0,0,101.0,101.0
My Mistake (Was To Love You),Diana Ross & Marvin Gaye,19,other,1974,2,40.0,0.677,0.696,-9.841,0.0539,0.00912,5e-06,0.2349999999999999,0.7209999999999999,116.573,8.0,4.0,180653.0,1,0,12.0,12.0
Don't Knock My Love,Diana Ross & Marvin Gaye,46,other,1974,7,27.0,0.658,0.692,-8.38,0.0467,0.1749999999999999,1.6e-05,0.063,0.91,115.311,9.0,4.0,143440.0,2,0,12.0,15.5
Ease On Down The Road,Diana Ross & Michael Jackson,41,other,1978,9,42.0,0.783,0.912,-6.992,0.132,0.4249999999999999,1.5e-05,0.161,0.772,122.425,2.0,4.0,234773.0,0,0,101.0,101.0
Reflections,Diana Ross & The Supremes,2,other,1967,8,51.0,0.687,0.45,-10.379,0.0258,0.273,0.0,0.0694,0.752,99.832,1.0,4.0,169893.0,0,0,101.0,101.0
In And Out Of Love,Diana Ross & The Supremes,9,other,1967,11,35.0,0.3579999999999999,0.691,-7.364,0.0386,0.4839999999999999,9.7e-05,0.517,0.822,159.063,5.0,4.0,159373.0,1,1,2.0,2.0
Forever Came Today,Diana Ross & The Supremes,28,other,1968,3,24.0,0.319,0.526,-9.78,0.0389,0.2879999999999999,0.0,0.0715,0.773,200.518,6.0,4.0,193440.0,2,2,2.0,5.5
Some Things You Never Get Used To,Diana Ross & The Supremes,30,other,1968,6,21.0,0.668,0.8349999999999999,-0.507,0.0341,0.0941,1e-06,0.116,0.821,125.228,0.0,4.0,145293.0,3,2,2.0,13.0
Love Child,Diana Ross & The Supremes,1,other,1968,10,47.0,0.574,0.96,-0.81,0.0455,0.125,2.3e-05,0.23,0.65,105.008,9.0,4.0,181573.0,4,2,2.0,17.25
I'm Livin' In Shame,Diana Ross & The Supremes,10,other,1969,1,28.0,0.6189999999999999,0.652,-11.683,0.0385,0.787,0.000557,0.113,0.763,108.486,11.0,4.0,179493.0,5,3,1.0,14.0
The Composer,Diana Ross & The Supremes,27,other,1969,4,18.0,0.68,0.458,-10.932,0.0337,0.5879999999999999,0.0,0.0720999999999999,0.654,114.451,10.0,4.0,180000.0,6,4,1.0,13.333333333333334
No Matter What Sign You Are,Diana Ross & The Supremes,31,other,1969,5,24.0,0.5779999999999998,0.648,-16.067,0.0706,0.313,0.0,0.1749999999999999,0.822,89.665,0.0,4.0,172906.0,7,4,1.0,15.285714285714286
The Young Folks,Diana Ross & The Supremes,69,other,1969,8,16.0,0.3659999999999999,0.44,-11.73,0.0297,0.1409999999999999,4e-06,0.278,0.512,156.054,5.0,4.0,192360.0,8,4,1.0,17.25
Someday We'll Be Together,Diana Ross & The Supremes,1,other,1969,11,56.0,0.681,0.538,-12.402,0.0325,0.1439999999999999,3e-06,0.0563,0.8279999999999998,107.065,1.0,4.0,211666.0,9,4,1.0,23.0
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,2,other,1968,12,54.0,0.635,0.393,-11.894,0.0428,0.394,0.0,0.255,0.4269999999999999,98.332,10.0,4.0,187333.0,0,0,101.0,101.0
Jimmy Kiss And Run,Diane Maxwell,95,other,1959,3,0.0,0.515,0.104,-20.323,0.0366,0.905,2.7e-05,0.161,0.528,83.057,7.0,4.0,126268.0,0,0,101.0,101.0
Navy Blue,Diane Renay,6,pop,1964,1,31.0,0.669,0.8319999999999999,-8.73,0.0742,0.275,0.0,0.101,0.962,137.674,9.0,4.0,150840.0,0,0,101.0,101.0
Kiss Me Sailor,Diane Renay,29,pop,1964,4,13.0,0.563,0.783,-7.371,0.0605,0.55,0.0,0.129,0.904,135.071,8.0,4.0,166413.0,1,1,6.0,6.0
Let's Go Trippin',Dick Dale and The Del-Tones,60,other,1961,11,19.0,0.642,0.898,-4.633,0.0334,0.675,0.947,0.3059999999999999,0.987,146.056,4.0,4.0,132400.0,0,0,101.0,101.0
The Scavenger,Dick Dale and The Del-Tones,98,other,1963,10,10.0,0.4239999999999999,0.86,-8.654,0.108,0.5769999999999998,0.0,0.699,0.692,133.421,0.0,4.0,113466.0,1,0,60.0,60.0
Makin' The Best Of A Bad Situation,Dick Feller,85,other,1974,7,0.0,0.674,0.4769999999999999,-7.088,0.0802999999999999,0.7279999999999999,0.0,0.161,0.815,128.194,10.0,4.0,170600.0,0,0,101.0,101.0
The Minotaur,Dick Hyman & His Electric Eclectics,38,other,1969,5,19.0,0.2959999999999999,0.3029999999999999,-21.385,0.0383,0.982,0.93,0.651,0.547,62.209,9.0,4.0,195413.0,0,0,101.0,101.0
The Mountain's High,Dick and DeeDee,2,other,1961,7,6.0,0.806,0.4249999999999999,-11.019,0.0354,0.525,0.0,0.105,0.8249999999999998,117.913,11.0,4.0,138133.0,0,0,101.0,101.0
Young And In Love,Dick and DeeDee,17,other,1963,3,3.0,0.523,0.267,-15.121,0.0289,0.7139999999999999,0.000151,0.111,0.456,100.062,7.0,3.0,143440.0,1,1,2.0,2.0
Thou Shalt Not Steal,Dick and DeeDee,13,other,1964,11,1.0,0.637,0.626,-11.768,0.0297,0.4219999999999999,0.000508,0.0523,0.873,139.921,9.0,4.0,113946.0,2,1,2.0,9.5
Patches,Dickey Lee,6,other,1962,8,24.0,0.667,0.1729999999999999,-16.231,0.0298,0.634,0.0,0.128,0.2959999999999999,106.115,8.0,3.0,189240.0,0,0,101.0,101.0
I Saw Linda Yesterday,Dickey Lee,14,other,1962,12,19.0,0.5989999999999999,0.4789999999999999,-12.808,0.0419,0.2929999999999999,0.0,0.0741,0.966,170.316,0.0,4.0,128133.0,1,1,6.0,6.0
Don't Wanna Think About Paula,Dickey Lee,68,other,1963,3,2.0,0.462,0.7379999999999999,-7.657,0.034,0.698,0.0,0.329,0.883,148.52,9.0,4.0,132866.0,2,1,6.0,10.0
Laurie (Strange Things Happen),Dickey Lee,14,other,1965,5,18.0,0.687,0.35,-11.484,0.0344,0.623,0.0,0.0860999999999999,0.435,119.508,5.0,4.0,186693.0,3,1,6.0,29.333333333333332
The Girl From Peyton Place,Dickey Lee,73,other,1965,9,2.0,0.384,0.43,-6.165,0.029,0.7419999999999999,0.0,0.312,0.434,101.612,4.0,4.0,129828.0,4,1,6.0,25.5
The Touchables,Dickie Goodman,60,other,1961,2,15.0,0.633,0.454,-11.29,0.64,0.8569999999999999,0.000159,0.329,0.85,135.105,7.0,5.0,127800.0,0,0,101.0,101.0
The Touchables In Brooklyn,Dickie Goodman,42,other,1961,4,0.0,0.72,0.455,-11.189,0.8469999999999999,0.914,3.3e-05,0.14,0.795,114.433,6.0,4.0,110013.0,1,0,60.0,60.0
Santa & The Touchables,Dickie Goodman,99,other,1961,12,15.0,0.625,0.665,-4.039,0.432,0.87,0.000239,0.6069999999999999,0.819,136.137,7.0,4.0,127800.0,2,0,42.0,51.0
Ben Crazy,Dickie Goodman,44,other,1962,7,0.0,0.4749999999999999,0.8459999999999999,-10.327,0.562,0.818,0.0,0.4759999999999999,0.4079999999999999,85.4,3.0,4.0,114807.0,3,0,42.0,67.0
Batman & His Grandmother,Dickie Goodman,70,other,1966,5,1.0,0.4889999999999999,0.786,-5.172,0.3609999999999999,0.816,0.0,0.38,0.6189999999999999,66.588,11.0,3.0,162373.0,4,0,42.0,61.25
On Campus,Dickie Goodman,45,other,1969,6,0.0,0.524,0.784,-4.297,0.3549999999999999,0.964,0.0,0.334,0.8489999999999999,90.317,7.0,4.0,137626.0,5,0,42.0,63.0
Luna Trip,Dickie Goodman,95,other,1969,9,1.0,0.496,0.782,-4.641,0.265,0.92,0.0,0.8419999999999999,0.648,123.312,0.0,4.0,150906.0,6,0,42.0,60.0
Watergrate,Dickie Goodman,42,other,1973,6,2.0,0.669,0.4919999999999999,-6.688,0.4709999999999999,0.898,0.0,0.104,0.7109999999999999,126.277,10.0,4.0,126960.0,7,0,42.0,65.0
Energy Crisis '74,Dickie Goodman,33,other,1974,2,4.0,0.674,0.3539999999999999,-11.291,0.5909999999999999,0.563,0.0,0.168,0.7419999999999999,123.999,2.0,4.0,120136.0,8,0,42.0,62.125
Mr. President,Dickie Goodman,73,other,1974,6,2.0,0.699,0.502,-8.62,0.5859999999999999,0.969,0.0,0.162,0.69,129.132,0.0,3.0,124693.0,9,0,33.0,58.888888888888886
Mr. Jaws,Dickie Goodman,4,other,1975,9,12.0,0.645,0.749,-6.099,0.693,0.86,0.0,0.107,0.686,110.116,5.0,4.0,123626.0,10,0,33.0,60.3
Kong,Dickie Goodman,48,other,1977,2,2.0,0.622,0.464,-11.799,0.6109999999999999,0.918,0.0,0.341,0.627,95.855,1.0,4.0,142266.0,11,1,4.0,55.18181818181818
Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,44,other,1958,9,0.0,0.4109999999999999,0.511,-10.578,0.0286,0.75,0.00026,0.3439999999999999,0.887,138.954,3.0,4.0,138157.0,0,0,101.0,101.0
Loving You No More,Diddy - Dirty Money Featuring Drake,91,pop,2010,10,42.0,0.406,0.697,-2.227,0.0422,0.0426,0.0,0.2,0.44,189.865,8.0,4.0,245000.0,0,0,101.0,101.0
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,11,pop,2010,12,71.0,0.3529999999999999,0.822,-1.866,0.232,0.155,0.0,0.332,0.2369999999999999,167.905,7.0,4.0,238693.0,0,0,101.0,101.0
Hello Good Morning,Diddy - Dirty Money Featuring T.I.,27,pop,2010,4,45.0,0.75,0.874,-4.831,0.2419999999999999,0.0915,0.0,0.2949999999999999,0.552,104.016,2.0,4.0,217266.0,0,0,101.0,101.0
Tell Me,Diddy Featuring Christina Aguilera,47,pop,2006,11,51.0,0.548,0.938,-4.97,0.279,0.2349999999999999,0.0,0.531,0.334,98.868,8.0,4.0,246146.0,0,0,101.0,101.0
Last Night,Diddy Featuring Keyshia Cole,10,pop,2007,2,47.0,0.888,0.8329999999999999,-4.381,0.0912,0.256,0.00159,0.4849999999999999,0.962,121.002,3.0,4.0,388226.0,0,0,101.0,101.0
Come To Me,Diddy Featuring Nicole Scherzinger,9,pop,2006,9,51.0,0.819,0.4849999999999999,-6.45,0.0756,0.0176,0.0,0.658,0.386,96.998,6.0,4.0,276786.0,0,0,101.0,101.0
Thank You,Dido,3,pop,2001,1,61.0,0.7219999999999999,0.5949999999999999,-9.928,0.0415,0.2839999999999999,0.000538,0.0694,0.7379999999999999,79.98,1.0,4.0,217826.0,0,0,101.0,101.0
White Flag,Dido,18,pop,2003,9,55.0,0.509,0.538,-6.835,0.0379,0.3059999999999999,5e-06,0.091,0.2839999999999999,170.111,5.0,4.0,240600.0,1,1,3.0,3.0
What Was I Thinkin',Dierks Bentley,22,country,2003,6,66.0,0.551,0.8249999999999998,-6.24,0.044,0.152,6e-06,0.0999,0.933,164.857,5.0,4.0,260826.0,0,0,101.0,101.0
How Am I Doin',Dierks Bentley,49,country,2004,10,41.0,0.528,0.871,-8.01,0.122,0.125,0.0,0.23,0.675,181.909,9.0,4.0,228437.0,1,0,22.0,22.0
Lot Of Leavin' Left To Do,Dierks Bentley,47,country,2005,4,43.0,0.5779999999999998,0.878,-3.434,0.0287,0.00112,0.0146,0.6,0.693,118.029,11.0,4.0,272626.0,2,0,22.0,35.5
Come A Little Closer,Dierks Bentley,31,country,2005,9,51.0,0.5849999999999999,0.5769999999999998,-5.752,0.0228,0.0587,0.00369,0.1019999999999999,0.335,80.02,5.0,4.0,282720.0,3,0,22.0,39.333333333333336
Settle For A Slowdown,Dierks Bentley,42,country,2006,4,46.0,0.533,0.665,-5.632,0.0317,0.0812999999999999,1.9e-05,0.332,0.2119999999999999,80.97499999999998,5.0,4.0,223200.0,4,0,22.0,37.25
Every Mile A Memory,Dierks Bentley,48,country,2006,8,44.0,0.452,0.7029999999999998,-4.903,0.0356,0.0802999999999999,0.00131,0.162,0.392,177.915,2.0,4.0,232720.0,5,0,22.0,38.2
Long Trip Alone,Dierks Bentley,66,country,2007,3,39.0,0.324,0.514,-6.228,0.0338,0.2389999999999999,5e-06,0.107,0.216,184.975,7.0,4.0,223200.0,6,0,22.0,39.833333333333336
Free And Easy (Down The Road I Go),Dierks Bentley,46,country,2007,8,52.0,0.557,0.8249999999999998,-4.657,0.0283,0.00525,0.00164,0.1769999999999999,0.8409999999999999,120.015,6.0,4.0,201120.0,7,0,22.0,43.57142857142857
Trying To Stop Your Leaving,Dierks Bentley,73,country,2008,4,38.0,0.6169999999999999,0.57,-5.562,0.0302,0.00847,5.1e-05,0.0985,0.395,111.846,7.0,4.0,218146.0,8,0,22.0,43.875
Feel That Fire,Dierks Bentley,32,country,2008,10,47.0,0.4119999999999999,0.8329999999999999,-3.865,0.0352,0.371,1.3e-05,0.2079999999999999,0.669,179.846,1.0,4.0,201506.0,9,0,22.0,47.111111111111114
Sideways,Dierks Bentley,35,country,2009,4,54.0,0.624,0.915,-2.627,0.0364,0.1409999999999999,0.0,0.386,0.815,108.046,5.0,3.0,184160.0,10,0,22.0,45.6
I Wanna Make You Close Your Eyes,Dierks Bentley,52,country,2009,10,46.0,0.5989999999999999,0.61,-5.745,0.0232,0.104,4.8e-05,0.115,0.3589999999999999,95.979,1.0,4.0,239119.0,11,0,22.0,44.63636363636363
Up On The Ridge,Dierks Bentley,99,country,2010,7,42.0,0.628,0.823,-6.531,0.028,0.495,2.8e-05,0.0767999999999999,0.41,111.609,8.0,4.0,214866.0,12,0,22.0,45.25
Am I The Only One,Dierks Bentley,39,country,2011,5,51.0,0.5789999999999998,0.878,-5.396,0.1449999999999999,0.2899999999999999,0.0,0.789,0.88,165.972,2.0,4.0,191253.0,13,0,22.0,49.38461538461539
Home,Dierks Bentley,44,country,2011,11,50.0,0.61,0.69,-7.157,0.0378,0.463,0.0409,0.0841999999999999,0.462,118.038,11.0,4.0,238413.0,14,0,22.0,48.642857142857146
Tip It On Back,Dierks Bentley,66,country,2012,11,50.0,0.503,0.78,-5.148,0.0323,0.522,0.16,0.138,0.7369999999999999,137.936,3.0,4.0,206520.0,15,0,22.0,48.333333333333336
I Hold On,Dierks Bentley,40,country,2014,1,60.0,0.6149999999999999,0.7229999999999999,-6.506,0.0448,0.0917,0.000423,0.101,0.219,117.958,0.0,4.0,279533.0,16,0,22.0,49.4375
Drunk On A Plane,Dierks Bentley,27,country,2014,5,68.0,0.439,0.754,-5.566,0.0323,0.00512,7e-06,0.186,0.668,205.958,9.0,4.0,254466.0,17,0,22.0,48.88235294117647
Say You Do,Dierks Bentley,52,country,2015,1,55.0,0.4769999999999999,0.7369999999999999,-8.166,0.0345,0.122,0.00167,0.105,0.468,147.959,3.0,4.0,219360.0,18,0,22.0,47.666666666666664
Somewhere On A Beach,Dierks Bentley,35,country,2016,2,69.0,0.573,0.635,-6.621,0.0275,0.000598,0.0,0.0845,0.447,144.031,7.0,4.0,197120.0,19,0,22.0,47.89473684210526
Black,Dierks Bentley,56,country,2017,2,63.0,0.663,0.656,-6.548,0.0413,0.27,0.000279,0.117,0.56,120.037,1.0,4.0,211160.0,20,0,22.0,47.25
"Woman, Amen",Dierks Bentley,53,country,2018,4,65.0,0.4839999999999999,0.804,-5.889,0.0912,0.0008369999999999,9e-06,0.17,0.391,119.838,5.0,4.0,179826.0,21,0,22.0,47.666666666666664
Living,Dierks Bentley,51,country,2019,8,71.0,0.517,0.813,-6.325,0.0558,0.0153,0.0,0.106,0.444,83.00499999999998,1.0,4.0,222146.0,22,0,22.0,47.90909090909091
Gone,Dierks Bentley,59,country,2021,3,75.0,0.521,0.746,-6.173,0.0351,0.00985,0.0,0.0741,0.4729999999999999,149.977,6.0,4.0,205960.0,23,0,22.0,48.04347826086956
Burning Man,Dierks Bentley Featuring Brothers Osborne,45,country,2018,11,69.0,0.6089999999999999,0.807,-7.221,0.0972,0.00403,5e-06,0.0926,0.4919999999999999,119.073,5.0,4.0,238493.0,0,0,101.0,101.0
Different For Girls,Dierks Bentley Featuring Elle King,42,country,2016,6,63.0,0.661,0.785,-5.623,0.0369,0.445,0.000266,0.0854,0.371,91.975,4.0,4.0,180360.0,0,0,101.0,101.0
Sausalito Summernight,Diesel,25,other,1981,9,47.0,0.629,0.8459999999999999,-8.497,0.0927,0.0811999999999999,0.00265,0.1029999999999999,0.569,125.462,5.0,4.0,309373.0,0,0,101.0,101.0
Rebirth Of Slick (Cool Like Dat),Digable Planets,15,hiphop,1993,1,59.0,0.884,0.334,-18.943,0.228,0.0476,0.0588,0.107,0.571,98.315,1.0,4.0,261266.0,0,0,101.0,101.0
Do It Like You,Diggy Featuring Jeremih,80,pop,2012,2,45.0,0.447,0.811,-5.382,0.135,0.00404,0.0,0.229,0.65,150.399,11.0,4.0,233493.0,0,0,101.0,101.0
The Humpty Dance,Digital Underground,11,hiphop,1990,3,63.0,0.813,0.693,-8.0,0.266,0.0341,0.0,0.121,0.6179999999999999,103.508,10.0,4.0,391693.0,0,0,101.0,101.0
Kiss You Back,Digital Underground,40,hiphop,1991,11,43.0,0.8449999999999999,0.648,-10.685,0.113,0.0386,0.0,0.223,0.794,113.086,9.0,4.0,221466.0,1,0,11.0,11.0
This Way,Dilated Peoples Featuring Kanye West,78,hiphop,2004,5,49.0,0.51,0.8629999999999999,-4.56,0.402,0.155,3e-06,0.375,0.628,85.599,4.0,4.0,245826.0,0,0,101.0,101.0
Get Low,Dillon Francis & DJ Snake,61,other,2015,4,65.0,0.674,0.932,-4.424,0.0859,0.0282,0.71,0.684,0.7279999999999999,101.033,11.0,4.0,212773.0,0,0,101.0,101.0
So Close,Dina Carroll,95,electronic,1993,4,23.0,0.459,0.4,-14.482,0.0304,0.2849999999999999,0.0,0.108,0.252,174.716,0.0,3.0,293533.0,0,0,101.0,101.0
What A Diff'rence A Day Makes,Dinah Washington,8,other,1959,5,60.0,0.387,0.117,-17.803,0.0299,0.925,0.000171,0.109,0.166,93.575,0.0,4.0,151866.0,0,0,101.0,101.0
Unforgettable,Dinah Washington,17,other,1959,10,33.0,0.308,0.2989999999999999,-12.86,0.0339,0.7279999999999999,0.0028,0.457,0.195,93.261,0.0,3.0,162866.0,1,1,8.0,8.0
It Could Happen To You,Dinah Washington,53,other,1960,3,19.0,0.275,0.187,-15.587,0.0298,0.918,0.0008679999999999,0.115,0.14,96.141,10.0,4.0,186226.0,2,1,8.0,12.5
This Bitter Earth,Dinah Washington,24,other,1960,6,42.0,0.263,0.1769999999999999,-15.702,0.0491,0.8659999999999999,0.0102,0.259,0.271,80.8,1.0,3.0,150666.0,3,1,8.0,26.0
Love Walked In,Dinah Washington,30,other,1960,10,17.0,0.5749999999999998,0.436,-9.225,0.0318,0.761,0.00354,0.0442,0.8329999999999999,96.885,0.0,4.0,131506.0,4,1,8.0,25.5
We Have Love,Dinah Washington,76,other,1960,12,11.0,0.656,0.312,-12.548,0.26,0.513,0.0,0.099,0.938,72.51699999999998,7.0,4.0,148840.0,5,1,8.0,26.4
Our Love Is Here To Stay,Dinah Washington,89,other,1961,5,28.0,0.4119999999999999,0.112,-14.568,0.047,0.915,5.8e-05,0.114,0.198,118.653,4.0,4.0,151173.0,6,1,8.0,34.666666666666664
September In The Rain,Dinah Washington,23,other,1961,10,50.0,0.401,0.2129999999999999,-13.124,0.0545,0.3459999999999999,1e-05,0.0596,0.678,110.611,1.0,4.0,129333.0,7,1,8.0,42.42857142857143
Tears And Laughter,Dinah Washington,71,other,1962,2,4.0,0.4229999999999999,0.224,-14.754,0.0532,0.813,0.000205,0.6069999999999999,0.51,133.282,10.0,3.0,172000.0,8,1,8.0,40.0
Dream,Dinah Washington,92,other,1962,5,27.0,0.4739999999999999,0.113,-16.277,0.0484,0.952,0.113,0.7129999999999999,0.224,118.521,0.0,3.0,314440.0,9,1,8.0,43.44444444444444
You're Nobody 'til Somebody Loves You,Dinah Washington,87,other,1962,5,19.0,0.518,0.3529999999999999,-8.721,0.0304,0.691,2e-05,0.0659,0.7079999999999999,89.379,1.0,4.0,165813.0,10,1,8.0,48.3
Where Are You,Dinah Washington,36,other,1962,5,13.0,0.498,0.158,-9.84,0.028,0.957,0.000438,0.272,0.153,69.641,0.0,4.0,132520.0,11,1,8.0,51.81818181818182
I Want To Be Loved,Dinah Washington,76,other,1962,8,17.0,0.3469999999999999,0.272,-8.471,0.0333,0.89,1e-06,0.136,0.2919999999999999,178.53,8.0,3.0,175440.0,12,1,8.0,50.5
For All We Know,Dinah Washington,88,other,1962,8,5.0,0.261,0.2119999999999999,-13.025,0.0349,0.876,0.0139,0.22,0.14,114.03,10.0,1.0,195146.0,13,1,8.0,52.46153846153846
I Wouldn't Know (What To Do),Dinah Washington,93,other,1962,9,23.0,0.6109999999999999,0.275,-9.31,0.0283,0.8539999999999999,0.000842,0.22,0.393,100.867,7.0,3.0,144946.0,14,1,8.0,55.0
"Cold, Cold Heart",Dinah Washington,96,other,1962,11,24.0,0.541,0.25,-10.314,0.0515,0.875,0.00012,0.104,0.528,87.946,9.0,4.0,203226.0,15,1,8.0,57.53333333333333
You're A Sweetheart,Dinah Washington,98,other,1962,11,21.0,0.396,0.2389999999999999,-13.227,0.0397,0.5879999999999999,3e-06,0.372,0.441,81.75199999999998,0.0,4.0,149800.0,16,1,8.0,59.9375
Soulville,Dinah Washington,92,other,1963,5,19.0,0.621,0.7269999999999999,-9.456,0.1029999999999999,0.624,0.0,0.337,0.97,148.697,8.0,4.0,139000.0,17,1,8.0,62.1764705882353
Baby (You've Got What It Takes),Dinah Washington & Brook Benton,5,other,1960,1,55.0,0.67,0.5959999999999999,-9.347,0.0627,0.8519999999999999,0.00203,0.653,0.813,133.396,3.0,4.0,165760.0,0,0,101.0,101.0
A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington & Brook Benton,7,other,1960,5,47.0,0.788,0.52,-10.837,0.0528,0.8449999999999999,2.9e-05,0.1779999999999999,0.96,130.224,3.0,4.0,148226.0,1,1,5.0,5.0
Summergirls,Dino,50,other,1988,7,28.0,0.759,0.5929999999999999,-15.279,0.0893,0.00198,0.0567,0.1749999999999999,0.792,121.357,9.0,4.0,376573.0,0,0,101.0,101.0
I Like It,Dino,7,other,1989,5,30.0,0.789,0.667,-11.867,0.0888,0.0032,0.00957,0.068,0.933,108.285,4.0,4.0,307200.0,1,0,50.0,50.0
Sunshine,Dino,23,other,1989,9,9.0,0.73,0.52,-14.76,0.0612,0.0624,0.000554,0.375,0.956,104.367,5.0,4.0,229000.0,2,1,7.0,28.5
Never 2 Much Of U,Dino,61,other,1989,12,11.0,0.6009999999999999,0.4,-14.753,0.0316,0.116,0.000653,0.3049999999999999,0.788,81.259,7.0,4.0,329960.0,3,1,7.0,26.666666666666668
Romeo,Dino,6,other,1990,8,15.0,0.673,0.885,-6.791,0.0879,0.0758999999999999,1e-05,0.1409999999999999,0.897,108.229,7.0,4.0,256733.0,4,1,7.0,35.25
I'm A Fool,"Dino, Desi & Billy",17,other,1965,6,25.0,0.6059999999999999,0.5869999999999999,-13.501,0.0362,0.2129999999999999,7e-06,0.0758999999999999,0.931,130.443,7.0,4.0,169666.0,0,0,101.0,101.0
Not The Lovin' Kind,"Dino, Desi & Billy",25,other,1965,9,5.0,0.4079999999999999,0.558,-13.444,0.0329,0.0452,0.0,0.2409999999999999,0.765,175.297,2.0,4.0,128906.0,1,0,17.0,17.0
Tell Someone You Love Them,"Dino, Desi & Billy",92,other,1968,8,6.0,0.656,0.4869999999999999,-10.163,0.0309,0.406,0.000452,0.2079999999999999,0.962,128.105,0.0,4.0,135253.0,2,0,17.0,21.0
Lonely Teenager,Dion,12,pop,1960,10,35.0,0.371,0.3469999999999999,-11.971,0.0295,0.6129999999999999,0.000362,0.0891,0.7,70.846,7.0,4.0,138520.0,0,0,101.0,101.0
Little Miss Blue,Dion,96,pop,1960,12,21.0,0.451,0.44,-11.183,0.0347,0.546,1e-05,0.382,0.8349999999999999,77.089,0.0,4.0,139360.0,1,0,12.0,12.0
Havin' Fun,Dion,42,pop,1961,2,24.0,0.3579999999999999,0.3639999999999999,-14.805,0.0304,0.882,0.00465,0.247,0.519,63.052,1.0,3.0,136333.0,2,0,12.0,54.0
Kissin Game,Dion,82,pop,1961,4,22.0,0.383,0.451,-8.625999999999998,0.0392,0.762,0.0,0.1019999999999999,0.623,125.074,2.0,4.0,160826.0,3,0,12.0,50.0
Runaround Sue,Dion,1,pop,1961,9,64.0,0.3639999999999999,0.6069999999999999,-9.791,0.125,0.451,0.0,0.251,0.5979999999999999,79.98699999999998,2.0,4.0,171600.0,4,0,12.0,58.0
The Majestic,Dion,36,pop,1961,12,33.0,0.514,0.681,-10.747,0.0809,0.634,4e-06,0.7,0.691,68.426,0.0,4.0,148226.0,5,1,1.0,46.6
The Wanderer,Dion,2,pop,1961,12,61.0,0.6049999999999999,0.544,-11.37,0.0682,0.823,0.00579,0.338,0.797,115.779,2.0,4.0,163626.0,6,1,1.0,44.833333333333336
(I was) Born To Cry,Dion,42,pop,1962,4,28.0,0.396,0.568,-11.25,0.0639,0.322,0.0,0.1809999999999999,0.6069999999999999,119.676,7.0,4.0,147560.0,7,2,1.0,38.714285714285715
Lovers Who Wander,Dion,3,pop,1962,4,44.0,0.324,0.389,-13.63,0.0909,0.534,0.0,0.128,0.78,73.24599999999998,0.0,4.0,151466.0,8,2,1.0,39.125
Little Diane,Dion,8,pop,1962,7,24.0,0.334,0.6079999999999999,-9.827,0.0715,0.523,0.0,0.227,0.381,136.302,11.0,4.0,163320.0,9,3,1.0,35.111111111111114
